x,y,Magnitude,Direction,Force_Direction,Direction_Desync,time
810.05078125,320.03515625,7.788119183412582,-1.0638439713760404,0.8850668158886104,0.6203575708765728,2026-07-12 19:56:36.385870
814.5859375,313.98046875,7.5648452022873744,-0.9279148605950323,0.7853981633974492,0.545364473664253,2026-07-12 19:56:36.396522
819.5,309.0625,6.9522965184090655,-0.785795461747621,1.2490457723982544,0.6477100816430578,2026-07-12 19:56:36.401696
832.8515625,300.84375,15.67839509496767,-0.5517855606624961,-0.3729004389164562,0.05694090274295549,2026-07-12 19:56:36.410368
853.0859375,292.5078125,21.884190312747037,-0.39078180437087223,-0.0170244617599401,0.11897065718684187,2026-07-12 19:56:36.417580
874.51171875,288.93359375,21.721858618582875,-0.16529649707356497,1.325624650738563,0.474574940869085,2026-07-12 19:56:36.428929
900.50390625,285.03125,26.28349477863095,-0.1490222256571836,-0.07173299667449916,0.02460192568071122,2026-07-12 19:56:36.433162
931.5078125,280.80078125,31.29119794133033,-0.1356120485574153,-0.06537824245839048,0.02235611482563501,2026-07-12 19:56:36.442838
948.375,280.80078125,16.8671875,0.0,2.8508204605415233,0.907444336325394,2026-07-12 19:56:36.449790
984.8359375,279.28125,36.4925874472972,-0.0416514915559755,-0.07739691977201094,0.0113781231870371,2026-07-12 19:56:36.462671
1018.515625,279.28125,33.6796875,0.0,2.6415573622762083,0.8408338233340942,2026-07-12 19:56:36.464867
1049.51953125,279.28125,31.00390625,0.0,3.141592653589793,1.0,2026-07-12 19:56:36.478084
1076.97265625,279.28125,27.453125,0.0,3.141592653589793,1.0,2026-07-12 19:56:36.481615
1102.96484375,283.1796875,26.282915096628123,0.14887524972452396,1.9293473616637733,0.5667418753047958,2026-07-12 19:56:36.488744
1125.375,291.89453125,24.0450328495581,0.3708828771810584,2.210262575276826,0.585492742349639,2026-07-12 19:56:36.496451
1146.5390625,303.09765625,23.94634734713274,0.4868483489944402,2.0350716821037036,0.4928147929490987,2026-07-12 19:56:36.504399
1164.12109375,317.16015625,22.514034048254803,0.67463255582647,2.4679165319407668,0.5708200183321573,2026-07-12 19:56:36.513284
1193.453125,348.12109375,42.649123181255234,0.8124081141174897,0.9632110946622053,0.04800207957336484,2026-07-12 19:56:36.520187
1208.3515625,373.85546875,29.735862129456265,1.0460125221636847,-2.794169563183949,1.2223679225120372,2026-07-12 19:56:36.528076
1219.625,403.44921875,31.668287483362693,1.2068283481976922,2.324889480460272,0.35588991175702195,2026-07-12 19:56:36.536255
1227.0703125,430.7578125,28.305334670785918,1.304629003917386,-2.603427093905047,1.2439728916977277,2026-07-12 19:56:36.545848
1231.625,467.21875,36.74432121568668,1.4465204482584135,1.876716050376126,0.13693551314685637,2026-07-12 19:56:36.551989
1233.19921875,506.578125,39.39084367036934,1.530821603159952,2.370147073089572,0.26716559480445395,2026-07-12 19:56:36.560816
1233.19921875,548.9453125,42.3671875,1.5707963267948966,2.052969865484282,0.1534806042210539,2026-07-12 19:56:36.567820
1227.9765625,597.66796875,49.001769053385495,1.677580123320515,2.258664157195177,0.1849647926858616,2026-07-12 19:56:36.579540
1216.1796875,643.15625,46.993084500219034,1.8245449263680098,-2.684382723894074,1.4352362471658708,2026-07-12 19:56:36.583674
1197.03515625,688.3984375,49.12604814726484,1.971104581274711,-3.108112345939754,1.6167649620044193,2026-07-12 19:56:36.594008
1171.89453125,735.08203125,53.022721080737305,2.0647925818257415,2.9056781146310526,0.26766217824085475,2026-07-12 19:56:36.599515
1145.7890625,776.84375,49.249737579111304,2.129471308634031,-1.7643733623602977,1.2394492540415647,2026-07-12 19:56:36.612688
1114.46484375,815.125,49.46373198476184,2.256575845757995,-2.5534173384722685,1.531068383017144,2026-07-12 19:56:36.615377
